ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
129,Young adult,Medium,M,S,2,20919.0,N,28,170396502,6579586522774535,19391102,27 DUNN AVE,,JERSEY CITY,NJ,7302,0,-74.060873,40.722546,6260.63,153,1565,156,22.95,4,11,0.0,156.51575
130,Young adult,High,F,M,2,85394.0,Y,20,561957324,6387653424994455,19890211,514 ELDER ST APT 154,,LOUISA,KY,41230,0,-82.6733,38.1595,19281.93,14,9640,964,3.5,3,9,0.0,964.0965
131,Adult,Medium,F,S,0,2121.36,N,40,891607310,3705115507141607,19910624,1553 BARTON AVE,,AMBROSE,ND,58833,0,,,2020.2,36,505,50,5.4,1,10,0.0,50.505
132,Adult,High,F,M,2,63566.1,Y,56,900028653,3647155609530196,19220827,16737 44TH ST SE,,SOMERS,NY,10589,0,,,7940.79,65,1985,198,9.75,2,19,0.0,397.0395
133,Child,Low,F,S,0,89813.6,N,13,402142505,1386563130838233,19450717,11801 29TH AVE,,GREENLAWN,NY,11740,0,,,14941.49,149,7470,747,37.25,5,8,747.0745,0.0
134,Adult,High,F,M,2,82644.2,Y,33,168358683,4723163544214349,19190814,39 LINDEN PL,,WOLFORD,ND,58385,0,,,21972.2,19,10986,1098,4.75,1,8,0.0,1098.61
135,Child,High,F,S,1,27783.6,N,14,610368206,3252328444633812,19050923,1246 LINCOLN AVE,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,4970.5,18,1242,124,2.7,4,20,0.0,248.525
136,Adult,Medium,F,M,2,60485.5,N,42,791237865,4395677133309809,19670215,1400 NEW YORK CT,,YAUCO,PR,698,0,,,11701.17,28,5850,585,7.0,3,8,0.0,585.0585
137,Adult,High,F,M,2,809.43,Y,32,179559529,8168519571220189,19760110,PSC 7 BOX 1606,,HOPEWELL,NJ,8525,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
138,Adult,High,M,S,1,76529.8,N,58,126219274,9080766297586064,19090613,154 CALLE DR SALAS,,LANSFORD,ND,58750,0,,,18461.85,20,9230,923,5.0,1,9,0.0,923.0925
139,Adult,Low,F,M,2,34577.7,N,63,101921106,4245348549586638,19780313,18125 W WISCONSIN AVE UNIT 101,,NEW YORK,NY,10014,0,,,29182.92,116,14591,1459,29.0,3,8,1459.146,0.0
140,Adult,High,F,M,0,80000.0,N,48,801439615,7117250092503007,19720402,2189 ORBA DR NE,,AUSTIN,TX,78746,0,,,27562.76,45,13781,1378,11.25,5,5,0.0,1378.138
141,Adult,Low,F,S,2,19008.4,Y,52,122604215,1847156734166460,19921217,THREE STEEPLES METH CHURCH,,HARTFORD,CT,6105,0,,,10541.05,137,5270,527,34.25,5,6,527.0525,0.0
142,Adult,Medium,F,M,0,98056.3,N,56,711401420,6016173164849263,19340516,PO BOX 766,,CIALES,PR,638,0,,,23702.37,126,11851,1185,31.5,4,10,1185.1185,0.0
143,Adult,High,M,M,0,73400.0,Y,64,697609203,1613761816200256,19681204,7155 N SHORE DR,,KEOSAUQUA,IA,52565,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
144,Young adult,High,M,M,0,78894.2,N,28,318902180,3260743047091363,19110414,307 W ELM ST APT 1,,URBANA,IL,61801,7830,,,2000.2,43,500,50,6.45,1,17,0.0,100.01
145,Young adult,High,M,S,1,16432.1,Y,21,136251687,8187854403980885,19681124,7363 140TH AVE N,,RIVERTON,UT,84065,0,,,20412.04,80,10206,1020,20.0,1,5,0.0,1020.602
146,Adult,High,M,M,0,62797.9,N,54,459446771,5966899465390149,19020906,8071 E JOHN PARKE RD,,NEW YORK,NY,10029,0,-73.951312,40.788769,8320.83,55,2080,208,8.25,3,17,0.0,416.0415
147,Adult,Low,M,S,1,71329.9,Y,42,889098661,6691643701064367,19841202,569 CORPORATE DR,,MOCA,PR,676,0,,,14271.43,45,7135,713,11.25,4,8,713.5715,0.0
148,Adult,High,F,S,0,20913.6,N,53,210053908,4011358040251666,19750119,6263 INDIAN TRAIL RD,,CAMBRIDGE,NY,12816,0,,,22992.3,65,11496,1149,16.25,3,9,0.0,1149.615
149,Adult,High,F,S,1,540.4,Y,39,400921655,4445102664458912,19221027,101 OLD US HIGHWAY 93,,WINIGAN,MO,63566,0,,,12341.23,7,6170,617,1.75,5,9,0.0,617.0615
150,Child,High,M,M,2,67339.8,N,17,199066815,3659771973312688,19761102,33 CLARK,,HOBOKEN,NJ,7030,2678,-74.040971,40.741928,27832.78,48,13916,1391,12.0,2,7,0.0,1391.639
151,Adult,High,M,M,1,75799.9,N,46,137251270,2054572051818400,19000315,14 PLYMOUTH CT,,BENTON,IL,62812,0,-88.916957,37.996828,22242.22,64,11121,1112,16.0,1,6,0.0,1112.111
152,Adult,High,F,S,2,15688.5,N,53,798745395,2958819772359227,19041113,219 CAMP RD,,REGO PARK,NY,11374,0,,,14391.44,8,7195,719,2.0,3,7,0.0,719.572
153,Child,Low,F,S,0,43382.3,N,16,165035773,4142359627040422,19450414,18469 COUNTY ROAD 170,,CRAWFORDVILLE,GA,30631,0,-82.89648299999999,33.548482,29672.97,99,14836,1483,24.75,2,5,1483.6485,0.0
154,Adult,High,F,S,0,5185.31,N,62,868945215,4573462778540924,19030224,300 W AVENUE G,,TEMPLE,PA,19560,1400,,,16391.64,30,8195,819,7.5,5,7,0.0,819.582
155,Child,Medium,F,S,0,41000.0,N,16,196329556,8283291413327220,19530320,687-824 TAMARACK WAY,,MOBILE,AL,36605,0,-88.060222,30.665990999999998,26012.6,108,13006,1300,27.0,5,5,0.0,1300.63
156,Young adult,High,F,S,0,32098.0,N,22,152830253,6961230429186447,19850814,189 EVELINE ORCHARD DR,,PAYSON,AZ,85541,0,,,22962.3,75,11481,1148,18.75,3,7,0.0,1148.115
157,Adult,High,F,M,2,80087.7,N,42,828066230,8841738750781742,19081127,7396 6TH AVE NW,,LUVERNE,ND,58056,0,,,8740.87,22,2185,218,3.3,3,16,0.0,437.0435
158,Adult,Low,F,M,2,59691.3,N,38,133086931,8301593921375004,19720307,1 BROWNLEIGH RD,,BOSTON,MA,2113,0,,,21942.19,256,10971,1097,64.0,2,9,1097.1095,0.0
159,Adult,Low,F,S,2,11251.1,Y,61,145080146,4313176785353550,19641107,4665B TURF RD,,HUNTSVILLE,AL,35805,0,-86.598233,34.722768,28422.84,113,14211,1421,28.25,3,8,1421.142,0.0
160,Adult,Medium,M,M,0,70908.7,N,50,384547604,2021048322472400,19480929,137 WILMOT RD,,DORADO,PR,646,6528,,,7700.77,43,1925,192,6.45,1,13,0.0,192.51925
161,Adult,Low,M,S,0,94928.3,N,40,189282663,2763989366842635,19610421,4800 BUFORD HWY,,ANN ARBOR,MI,48103,0,-83.774139,42.276477,14421.44,73,7210,721,18.25,1,9,721.072,0.0
162,Adult,High,F,M,2,50622.3,N,40,194925124,5947257024599894,19870607,8602 SE 156TH,,OAKLAND,CA,94607,0,-122.282381,37.8161,20452.05,90,10226,1022,22.5,1,10,0.0,1022.6025
163,Adult,High,M,M,0,78000.0,Y,52,128457625,6559687333555477,19020702,2193 WALTON AVE,,EGG HARBOR TOWNSHIP,NJ,8234,0,,,16201.62,18,8100,810,4.5,2,8,0.0,810.081
164,Adult,High,M,M,0,100020.0,Y,52,147485492,8310467865102310,19481104,65 WILLOW ST,,COVINGTON,WA,98042,0,,,29552.96,62,14776,1477,15.5,4,10,0.0,1477.648
165,Adult,High,F,M,1,56722.8,N,61,187851195,2463925777555079,19490117,1950 NW LARCH SPUR CT,,GILROY,CA,95020,0,,,17371.74,51,8685,868,12.75,3,7,0.0,868.587
166,Adult,High,M,M,1,80000.0,N,53,189494446,2554770376925294,19970430,3300 HORNBY ISLAND ST,,GARLAND,TX,75042,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
167,Young adult,Low,F,S,2,3416.62,Y,23,226609278,4214727360514849,19050127,925 E 2ND ST APT 1,,VALPARAISO,IN,46383,0,,,18971.9,104,9485,948,26.0,2,10,948.595,0.0
168,Adult,Medium,F,M,0,73400.0,Y,56,152662360,3300684211462755,19140306,1750 N COLLINS BLVD STE 119,,GREENWICH,NY,12834,0,,,170.02,10,42,4,1.5,1,13,0.0,4.2505
169,Adult,Low,M,M,0,120000.0,Y,53,100965355,7081193212169590,19481012,548 W FAIRVIEW AVE,,DIME BOX,TX,77853,0,,,15271.53,25,7635,763,6.25,2,6,763.5765,0.0
170,Adult,Low,F,M,2,8032.16,N,46,124582034,7521423125180073,19250408,121 SPRING ST SE STE 106,,AUSTIN,TX,78755,0,,,29682.97,59,14841,1484,14.75,5,8,1484.1485,0.0
171,Adult,Low,F,S,1,93454.3,Y,49,160676756,1118115783043094,19280607,4501 BURLING ST,,BRONX,NY,10454,0,-73.923452,40.808686,18941.89,25,9470,947,6.25,2,5,947.0945,0.0
172,Child,Low,M,M,0,5745.0,Y,15,882120685,1361636192146719,19301106,5623 W 100 S,,HOUSTON,TX,77082,1931,,,26402.64,17,13201,1320,4.25,3,10,1320.132,0.0
173,Senior,Medium,F,S,0,83287.0,N,77,195722176,5706470343306817,19010823,10273 N 33RD AVE,,WILLARD,MO,65781,0,,,410.04,208,102,10,31.2,3,14,0.0,10.251
174,Adult,Low,F,S,0,92564.1,Y,49,156893123,1968611024949800,19390511,186 BERESFORD CT APT G112,,CORTLANDT MNR,NY,10567,0,,,23172.32,51,11586,1158,12.75,5,8,1158.616,0.0
175,Adult,High,M,S,0,86448.2,Y,38,407114249,2778823010426023,19840218,11102 PINEHURST LN,,EMERSON,KY,41135,0,,,4910.49,82,1227,122,12.3,1,16,0.0,245.5245
176,Adult,High,F,M,2,48322.5,Y,49,117225499,4073934248580220,19010822,7914 OAKDALE AVE,,JACKSONVILLE,FL,32206,0,-81.651122,30.335990999999996,6690.67,43,1672,167,6.45,1,20,0.0,334.5335
177,Adult,High,F,M,2,81913.8,Y,50,616339894,8339720152686947,19310221,100 1ST AVE N,,SAVOY,TX,75479,0,-96.368978,33.599222999999995,6700.67,46,1675,167,6.9,5,18,0.0,335.0335
178,Adult,High,F,S,0,919.93,N,38,129621291,5775073406173402,19000225,691 S JACKSON ST,,DALE,TX,78616,0,,,27282.73,93,13641,1364,23.25,4,8,0.0,1364.1365
179,Adult,High,F,M,2,69486.8,N,31,138230890,1533062266469606,19651017,29971 STATE HIGHWAY A # 4839,,CHAPEL HILL,NC,27599,7461,,,7720.77,9,1930,193,1.35,3,17,0.0,386.0385
180,Adult,High,F,M,2,24482.8,N,34,656432060,7457453412694746,19850123,10975AC BENSON ST STE 390,,BARSTOW,IL,61236,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
181,Senior,Low,F,M,0,14573.6,N,65,113939742,4315242266442192,19080204,1500 ESCALON AVE APT AP-101,,GRASSY,MO,63751,0,,,26612.66,236,13306,1330,59.0,5,10,1330.633,0.0
182,Adult,High,F,M,2,92103.8,N,52,607337959,4080419469504055,19550206,5 CALLE J MENDEZ CARDONA APT 24,,FRANKFORT,NY,13340,0,,,7420.74,7,1855,185,1.05,5,15,0.0,371.037
183,Adult,High,F,S,2,8392.14,Y,37,145517745,1703855223584256,19210112,2453 WR LARSON RD,,LAYTON,UT,84041,0,,,25032.5,54,12516,1251,13.5,1,9,0.0,1251.625
184,Adult,High,F,S,0,17138.2,N,64,642271504,7663684575510053,19530519,279 NEWTONS CORNER RD,,MOBILE,AL,36607,0,-88.105987,30.699053999999997,20012.0,84,10006,1000,21.0,3,9,0.0,1000.6
185,Adult,High,F,M,2,47010.1,N,57,147628317,6031878627673265,19890507,101 BROADWAY,,PHOENIX,AZ,85050,0,,,2540.25,164,635,63,24.6,2,15,0.0,127.0125
186,Adult,High,F,S,1,67239.4,N,44,127098937,7471198752401383,19740402,121 US HIGHWAY 46,,BLAUVELT,NY,10913,0,,,12891.29,53,6445,644,13.25,5,6,0.0,644.5645
187,Adult,High,M,M,1,69406.7,Y,30,795101757,4955909795079293,19801231,595 BLOOMFIELD AVE,,MANHATTAN,KS,66503,3182,,,6900.69,128,1725,172,19.2,3,15,0.0,345.0345
188,Adult,High,F,M,2,83259.3,N,51,156865757,7886476905538937,19400404,7409 WOODRIDGE DR STE A,,BUTLER,NJ,7405,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
189,Young adult,High,M,S,2,60095.2,Y,23,454375032,4932098221279187,19770714,1116 HAWKINS RD,,HUALAPAI,AZ,86412,0,,,1710.17,116,427,42,17.4,1,18,0.0,85.5085
190,Adult,Medium,F,M,2,2185.6,N,53,984195715,2235283195484411,19341215,154 WILMOT RD,,SEATTLE,WA,98103,0,-122.35013899999998,47.690690999999994,7120.71,20,1780,178,3.0,5,14,0.0,178.01775
191,Adult,Low,M,M,1,76511.3,N,62,541413361,2802431750831003,19200208,CHIPPEWA CO COURTHOUSE,,DUNNELLON,FL,34431,0,,,21682.17,17,10841,1084,4.25,5,5,1084.1085,0.0
192,Young adult,Low,F,M,1,6946.07,N,23,199718019,8370956367759990,19801101,62 WASHINGTON ST # 1887 # 1569,,COTTONWOOD,AL,35769,0,,,25772.58,8,12886,1288,2.0,4,5,1288.629,0.0
193,Adult,Medium,F,M,2,11234.7,Y,49,293344695,7107036678242487,19530626,U569 CUMMINS HWY,,KITE,GA,31049,6329,,,690.07,112,172,17,16.8,3,12,0.0,17.25175
194,Adult,High,F,M,2,36660.9,Y,40,182598961,7594815316050824,19110915,14292 HIGHWAY 10,,HASBROUCK HEIGHTS,NJ,7604,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
195,Adult,Low,F,M,2,68462.8,N,34,347203511,5614549410872296,19181014,248 STATE HIGHWAY 7,,RIVERBANK,CA,95367,0,-120.936006,37.735042,24392.44,60,12196,1219,15.0,3,5,1219.622,0.0
196,Adult,Medium,F,M,2,72841.3,N,47,243730045,1196181747787465,19020716,201 LANDSER BLVD,,NEWPORT,RI,2840,0,-71.306477,41.484479,10361.04,72,5180,518,18.0,1,5,518.052,0.0
197,Adult,Medium,F,M,2,63670.8,Y,46,157345043,4318455107570778,19510114,503 SPRING ST APT A,,HOUSTON,TX,77057,5266,,,27392.74,51,13696,1369,12.75,5,5,0.0,1369.637
198,Adult,Low,M,S,0,83287.0,N,45,573812789,4183294793336720,19651108,141 LANZA AVE BLDG 19A # 1529,,SAN DIEGO,CA,92126,4850,,,29732.97,35,14866,1486,8.75,4,8,1486.6485,0.0
199,Adult,High,F,S,1,66000.0,Y,45,155099661,3434332854961106,19471025,401 BOSLEY AVE RM 405,,PHOENIX,AZ,85051,0,,,20442.04,100,10221,1022,25.0,3,9,0.0,1022.102
200,Adult,Medium,M,M,0,12387.6,N,56,435620345,5583986727906622,19301201,1935 11TH ST SW,,PLANADA,CA,95365,0,,,7000.7,65,1750,175,9.75,3,14,0.0,175.0175
201,Senior,High,F,M,1,82931.3,N,65,181963313,8585342989384898,19220324,18901 39TH AVE,,NEWARK,NJ,7102,0,-74.182231,40.729689,19241.92,118,9620,962,29.5,3,7,0.0,962.096
202,Adult,High,F,M,2,57483.9,N,44,101028053,7392833856495956,19070507,11448 W FARMINGTON RD,,VEGA BAJA,PR,693,5632,,,17011.7,27,8505,850,6.75,4,10,0.0,850.585
203,Adult,High,F,S,2,21274.0,N,46,523832413,3441276348999074,19611007,K39 CALLE 19,,IRVING,TX,75060,0,,,10871.09,32,5435,543,8.0,3,10,0.0,543.5545
204,Adult,Low,F,M,2,28267.0,N,30,162937125,5756888849140750,19541220,200 W FARENERI ST,,SANFORD,NC,27330,0,-79.17618,35.486844,21872.19,192,10936,1093,48.0,1,5,1093.6095,0.0
205,Adult,High,F,M,2,36725.1,N,56,116717365,6687654618814080,19771021,2545 MOSSIDE BLVD STE 4,,HOBOKEN,NJ,7030,0,-74.040971,40.741928,8650.87,77,2162,216,11.55,5,18,0.0,432.5435
206,Adult,Low,M,S,1,94188.3,N,58,930946662,6318741325998165,19761230,PO BOX 594,,SAINT LOUIS,MO,63123,0,,,20862.09,19,10431,1043,4.75,3,10,1043.1045,0.0
207,Adult,High,F,M,2,91861.0,Y,42,654142602,5078017449687534,19560811,103 ANNS LN,,TIMKEN,KS,67575,0,,,15321.53,6,7660,766,1.5,5,9,0.0,766.0765
208,Adult,High,F,S,1,12374.9,Y,33,178351354,2185494195158516,19501212,236 S 48TH ST STE 1,,SAN SEBASTIAN,PR,685,0,,,17491.75,106,8745,874,26.5,3,10,0.0,874.5875
209,Young adult,High,F,M,2,69133.9,Y,27,796759245,1165611363569673,19770225,5552 OAKWOOD RD NW APT 430 # 1969,,DALLAS,TX,75234,6273,,,8580.86,37,2145,214,5.55,3,15,0.0,429.043
210,Young adult,Low,F,M,2,84948.0,Y,29,203645150,2378408998932563,19110707,362 EASTPORT MANOR RD,,MODESTO,CA,95356,0,,,11141.11,12,5570,557,3.0,2,9,557.0555,0.0
211,Adult,High,F,M,2,30998.8,N,41,292461960,6385834166245359,19250211,3129 W DRAVUS ST,,PROVO,UT,84604,0,,,2400.24,50,600,60,7.5,3,15,0.0,120.012
212,Child,High,M,S,0,15924.2,N,14,121907334,6603763507891357,19160506,9537 N 7600 W,,PEORIA,IL,61614,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
213,Adult,High,M,M,2,21416.5,N,36,496305815,8851191964011549,19080811,10989 HIGHWAY 48 # 2928,,PLAINFIELD,NJ,7063,0,,,9900.99,8,2475,247,1.2,3,19,0.0,495.0495
214,Child,High,M,M,2,78554.2,N,17,174763941,7503227572411364,19880222,953 N MADISON AVE,,EDMONDS,WA,98026,0,,,5590.56,23,1397,139,3.45,4,19,0.0,279.528
215,Child,High,M,S,1,3960.5,N,15,186134484,4187293592070332,19581030,1926 N 1100 E,,WEBSTER,NY,14580,0,,,29782.98,66,14891,1489,16.5,5,5,0.0,1489.149
216,Adult,Low,M,M,0,60101.1,Y,64,197258899,3304992230044960,19290123,1106 WASHINGTON ST APT 3309 # 2S,,PIERCEVILLE,IN,47039,0,,,27702.77,124,13851,1385,31.0,4,9,1385.1385,0.0
217,Adult,High,F,M,2,38215.9,N,31,871145137,7695655709063925,19930630,PO BOX 629029,,FAIRFIELD,IL,62837,0,-88.360047,38.381199,0.0,0,0,0,0.0,0,0,0.0,0.0
218,Young adult,High,F,M,1,13829.4,N,22,508962957,7867145292209870,19701205,HC 63 BOX 66,,WESTMINSTER,MD,21157,0,,,28002.8,160,14001,1400,40.0,5,10,0.0,1400.14
219,Adult,Medium,F,M,2,49745.3,N,48,212945474,7530392772718775,19580604,920 AVENUE F PMB 32222,,OMAHA,NE,68131,0,-95.96665899999999,41.260417,2840.28,24,710,71,3.6,1,12,0.0,71.007
220,Child,Low,F,M,2,88427.0,N,14,132552017,5404157354567575,19710114,PO BOX 8058,,BERKELEY HEIGHTS,NJ,7922,0,,,22462.25,43,11231,1123,10.75,5,7,1123.1125,0.0
221,Young adult,Medium,F,M,2,98003.7,Y,26,607382528,3169462114413713,19471119,121 W MAIN ST STE A,,RIVERTON,UT,84065,0,,,1030.1,83,257,25,12.45,5,11,0.0,25.7525
222,Adult,High,M,S,0,89142.7,N,33,523384460,5261389683173420,19200711,6941 BRYNMAWR AVE,,WOODBURN,IN,46797,0,,,3760.38,5,940,94,0.75,5,17,0.0,188.019
223,Adult,Low,F,S,0,74530.8,N,63,152523818,7965852309204280,19931114,6460 MIDDLE RD,,LANSE,MI,49946,0,-88.45106700000001,46.753731,20892.09,106,10446,1044,26.5,1,8,1044.6045,0.0
224,Young adult,Low,F,S,0,35000.0,N,23,900727224,1985789624764168,19010516,11 COMMERCE DR STE 207,,MOROVIS,PR,687,2000,,,30003.0,262,15001,1500,65.5,3,8,1500.15,0.0
225,Adult,High,F,M,2,76289.2,N,48,201890430,8003821352686501,19630502,BUZON 3801,,PLAINFIELD,NJ,7063,0,,,22202.22,82,11101,1110,20.5,4,10,0.0,1110.111
226,Adult,Medium,M,M,1,66931.9,N,64,187244170,1635157938428597,19431005,1 HUNTINGTOWN RD,,ALAMO,GA,30411,0,-82.778123,32.15315,11721.17,5,5860,586,1.25,2,10,0.0,586.0585
227,Young adult,Low,F,D,1,9309.57,Y,24,925100228,7938789372564244,19350104,2168 35TH ST APT 2E,,KINGSTON,RI,2881,0,,,40004.0,99,20002,2000,24.75,1,10,2000.2,0.0
228,Young adult,High,F,M,1,14085.5,N,23,177534086,6647200721185931,19450620,372 W PALMER ST,,ALGER,MI,48610,0,,,26002.6,26,13001,1300,6.5,3,8,0.0,1300.13
229,Young adult,High,F,S,0,32962.6,N,19,298770842,5792356716909966,19400918,1380 HOWARD ST FL 4,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,27002.7,154,13501,1350,38.5,5,9,0.0,1350.135
230,Young adult,High,F,S,0,40000.0,N,20,328613190,1405390051426573,19241027,PO BOX 107A,,HOUSTON,TX,77057,1640,,,26002.6,61,13001,1300,15.25,5,9,0.0,1300.13
231,Young adult,Low,F,S,2,33330.0,N,21,634775615,8790898522353214,19760521,730 S WALL AVE STE A,,STUART,OK,74570,0,,,33003.3,35,16501,1650,8.75,1,9,1650.165,0.0
232,Young adult,High,F,S,1,32098.0,N,22,211840397,8315793806214300,19621211,2936 HIGHWAY 327 # 5438,,CEDAR RAPIDS,IA,52411,0,,,33003.3,9,16501,1650,2.25,5,5,0.0,1650.165
233,Young adult,High,F,S,2,30090.0,N,24,133889372,6184836333305157,19630410,PO BOX 23548,,MAPLE RAPIDS,MI,48853,0,,,37003.7,38,18501,1850,9.5,1,9,0.0,1850.185
234,Young adult,High,F,S,1,40120.0,N,24,587309975,9176742213623105,19800226,501 E AVENUE L,,MAPLE SHADE,NJ,8052,0,,,28452.85,106,14226,1422,26.5,5,7,0.0,1422.6425
235,Adult,Low,F,M,2,90271.6,N,45,160029158,2136857135652913,19171130,605 W STATE ST STE 1,,JEROME,ID,83338,3049,-114.50883600000002,42.725097999999996,13961.4,96,6980,698,24.0,4,7,698.07,0.0
236,Adult,High,F,M,2,64816.6,Y,31,358583726,2631603869924611,19830128,200 GIRARD RD,,EL PASO,TX,79925,4908,-106.34411000000001,31.79488,21002.1,6,10501,1050,1.5,5,10,0.0,1050.105
237,Adult,Low,F,M,2,98217.1,N,45,151825663,7857054181489321,19990224,4014 FAIRMOUNT ST APT 101,,WASHINGTON,DC,20032,1653,-76.992089,38.835224,29492.95,13,14746,1474,3.25,1,10,1474.6475,0.0
238,Adult,Low,F,S,1,2929.13,N,54,106950543,4330426779460583,19050817,8155 ARROYO CIR STE 1,,LEVELLAND,TX,79336,0,-102.38122299999999,33.579499,14001.4,88,7000,700,22.0,2,9,700.07,0.0
239,Adult,High,F,M,2,41876.6,Y,44,214209727,3748061911643043,19230215,5720 INTEGRITY DR,,GANSEVOORT,NY,12831,0,,,6780.68,132,1695,169,19.8,1,16,0.0,339.034
240,Senior,Low,M,M,0,96223.4,Y,65,159793256,6507626085463036,19070529,15 TWIN BROOKS DR,,SAN GERMAN,PR,683,0,,,11811.18,5,5905,590,1.25,5,9,590.559,0.0
241,Adult,Medium,F,S,0,15989.3,N,62,214340204,1457042991066708,19170221,1630 BAKER RD LOT 8,,PHOENIX,AZ,85028,0,,,3670.37,25,917,91,3.75,5,14,0.0,91.75925
242,Adult,High,M,M,0,69168.4,Y,62,287075586,7694794705256887,19900328,1150 VULTEE BLVD APT G1,,KANSAS CITY,MO,64112,0,,,14161.42,214,7080,708,53.5,3,8,0.0,708.071
243,Adult,Medium,M,M,1,92148.5,Y,33,669522258,7158333431209328,19231003,PO BOX 7780,,BLAINE,ME,4734,0,,,3000.3,100,750,75,15.0,3,15,0.0,75.0075
244,Young adult,High,M,M,0,96681.0,Y,20,492224214,7739069626497195,19561107,199 E STATE ROUTE 4,,GLENBURN,ND,58740,0,,,7000.7,40,1750,175,6.0,4,18,0.0,350.035
245,Adult,Medium,M,S,0,62705.9,Y,32,203471500,8223076116232697,19780522,PO BOX 271,,SYRACUSE,NY,13210,0,-76.141903,43.038771999999994,8000.8,6,2000,200,0.9,2,13,0.0,200.02
246,Young adult,High,M,S,0,80221.2,N,29,383383459,3280726325511911,19240801,158 NORTH AVE,,DEVILS LAKE,ND,58301,0,-98.857231,48.110856,9000.9,49,2250,225,7.35,3,15,0.0,450.045
247,Adult,Medium,M,S,0,84479.2,N,30,317329556,4631469922540527,19851201,251 S LAKE AVE FL 8,,BELLAIRE,TX,77401,0,,,7000.7,43,1750,175,6.45,2,12,0.0,175.0175
248,Adult,Low,F,M,2,64977.4,N,38,758376491,7653016287389105,19131119,825 S ALMA SCHOOL RD APT 773,,BROOKLYN,NY,11219,0,,,28112.81,17,14056,1405,4.25,5,6,1405.6405,0.0
249,Adult,High,F,M,0,77994.0,N,51,892346416,1093431217335378,19840812,1111 34TH ST NW STE 1,,MAYAGUEZ,PR,682,0,,,12401.24,89,6200,620,22.25,3,8,0.0,620.062
250,Adult,Medium,M,M,2,90103.7,N,35,299300655,6084791283865099,19750611,1702 HIGHWAY 66,,WILSON,NC,27893,0,-77.914615,35.726554,12231.22,45,6115,611,11.25,5,10,0.0,611.561
251,Adult,Low,F,M,0,59008.4,Y,30,208389666,3740541965081015,19841202,860 JACKSIN ST,,GURABO,PR,778,0,,,12861.29,18,6430,643,4.5,3,5,643.0645,0.0
252,Adult,High,M,M,2,5265.35,N,53,149972894,7552519507453079,19320702,1525 S ANGELINE ST,,ARCHER,FL,32618,0,,,2330.23,23,582,58,3.45,1,17,0.0,116.5115
253,Young adult,High,M,S,1,84978.1,N,22,822685115,2649129704168666,19850126,PO BOX 3845,,CHAGRIN FALLS,OH,44023,0,,,5030.5,76,1257,125,11.4,5,15,0.0,251.525
254,Adult,Low,F,M,2,36647.9,N,50,146165120,8973758559259419,19091124,3137 E DENNY WAY,,PARAMUS,NJ,7652,0,,,21412.14,85,10706,1070,21.25,5,9,1070.607,0.0
255,Adult,Medium,F,S,0,64319.2,N,41,252972521,8975790654283640,19641222,183 N 1280 E,,LAKEWOOD,NJ,8701,0,,,3010.3,37,752,75,5.55,1,13,0.0,75.2575
256,Adult,Low,F,S,1,73338.0,N,48,102457554,8925702838991511,19900528,9655 D ST,,HYDE PARK,MA,2136,0,-71.116562,42.258576,20922.09,9,10461,1046,2.25,3,10,1046.1045,0.0
257,Adult,High,F,S,0,433.74,N,61,118660925,5177424592757055,19421005,30550 N 700 EAST RD,,MANCHESTER,NH,3102,0,-71.49122,42.998575,3300.33,40,825,82,6.0,3,17,0.0,165.0165
258,Adult,Low,F,M,2,16962.2,N,45,117807274,1381921928829299,19310131,454 MIZE ST NW,,HIGHLAND,CA,92346,0,,,18601.86,8,9300,930,2.0,2,5,930.093,0.0
259,Young adult,High,M,M,2,10708.3,N,26,652432762,3292376864421856,19351117,2191 EDGEWOAD,,BRONX,NY,10455,1623,-73.91564699999999,40.812998,20832.08,117,10416,1041,29.25,1,10,0.0,1041.604
260,Young adult,Low,F,M,0,2031.61,N,20,148538009,1626583048862190,19830623,5-1 CALLE LAUREL,,ALPHARETTA,GA,30004,0,,,21642.16,87,10821,1082,21.75,4,8,1082.108,0.0
261,Adult,High,F,S,2,16938.5,N,55,150668593,9042079196395488,19870103,3215 CASTLE DR SW,,FARWELL,MI,48622,0,,,13351.34,8,6675,667,2.0,1,7,0.0,667.567
